FeedbackID,EnrollmentID,Rating,CommentLength,SubmissionDate,CreatedDate
11107,13376,4,164,2023-05-17,2023-08-28
11108,20344,2,141,2024-03-31,2021-10-03
11109,19539,1,186,2023-07-20,2025-02-06
11110,3091,5,48,2025-01-22,2025-08-27
11111,4776,5,195,2025-02-21,2023-02-28
11112,11857,3,171,2025-05-20,2022-11-09
11113,11069,4,36,2024-03-14,2024-02-26
11114,12762,1,111,2022-12-03,2025-05-13
11115,3927,4,31,2021-02-05,2021-08-05
11116,6584,2,123,2025-07-18,2025-03-26
11117,650,1,60,2021-02-19,2022-12-08
11118,20106,1,95,2021-12-27,2020-10-24
11119,18118,3,78,2021-02-05,2024-07-05
11120,19973,5,87,2023-05-13,2025-12-18
11121,23918,2,42,2023-06-16,2025-08-27
11122,14836,4,173,2025-03-28,2021-02-22
11123,21589,5,21,2025-10-16,2025-01-25
11124,12298,4,55,2024-09-30,2025-09-24
11125,3198,4,100,2022-09-23,2024-08-08
11126,3800,4,109,2021-08-27,2025-08-31
11127,21407,2,185,2024-01-15,2025-09-13
11128,1411,5,168,2022-12-23,2021-06-30
11129,15215,2,195,2024-10-12,2025-03-27
11130,13370,3,122,2024-07-24,2024-04-22
11131,6788,1,169,2020-08-31,2020-11-23
11132,22785,2,122,2023-10-26,2023-03-02
11133,6880,5,162,2021-09-18,2025-05-03
11134,6212,2,159,2022-06-08,2024-08-28
11135,9363,5,169,2025-05-20,2021-08-12
11136,11994,4,198,2022-08-09,2021-12-01
11137,20152,3,92,2023-12-10,2024-06-15
11138,22779,5,50,2021-07-31,2025-12-13
11139,21585,4,159,2023-08-29,2020-07-12
11140,5229,4,103,2024-09-06,2020-08-31
11141,3671,4,115,2020-05-25,2022-03-19
11142,10592,5,100,2022-05-05,2022-10-18
11143,5749,3,78,2021-05-19,2021-04-20
11144,10135,1,182,2023-02-02,2020-02-26
11145,97,1,169,2020-07-11,2025-11-18
11146,2552,5,128,2025-01-30,2020-11-14
11147,5181,3,44,2025-03-24,2020-12-15
11148,22288,1,38,2024-07-09,2020-04-07
11149,9462,4,40,2020-01-15,2025-03-27
11150,13738,2,178,2025-12-30,2024-01-20
11151,12852,1,75,2024-09-08,2025-03-02
11152,11512,2,129,2024-06-09,2020-05-01
11153,10905,5,49,2024-10-24,2022-12-10
11154,19358,2,190,2024-10-18,2021-12-15
11155,9590,3,100,2020-10-24,2025-07-16
11156,24938,5,52,2024-08-05,2021-05-28
11157,10033,4,130,2023-05-30,2023-03-19
11158,14038,5,194,2022-05-20,2024-10-30
11159,1374,3,118,2021-12-26,2022-06-01
11160,166,5,80,2025-04-07,2023-05-23
11161,12483,1,165,2020-07-04,2024-01-12
11162,19129,1,51,2022-11-09,2022-01-11
11163,17964,3,130,2023-12-01,2022-09-23
11164,2848,3,25,2024-10-29,2025-03-08
11165,13936,4,104,2025-03-09,2020-10-14
11166,91,1,84,2023-12-10,2023-09-12
11167,22643,2,89,2020-11-25,2020-09-13
11168,14683,1,106,2022-03-10,2023-12-17
11169,24771,4,178,2024-07-01,2022-07-05
11170,24604,3,107,2024-11-04,2021-04-07
11171,8015,5,195,2021-03-07,2023-06-03
11172,3078,1,117,2023-10-08,2021-06-13
11173,13729,1,144,2025-11-11,2024-02-01
11174,19908,5,85,2024-08-08,2022-10-24
11175,20694,2,128,2022-04-17,2025-10-30
11176,12926,4,42,2021-08-16,2021-06-16
11177,6750,3,41,2024-09-30,2021-10-30
11178,11217,2,74,2021-05-09,2024-03-07
11179,16525,5,41,2025-07-22,2023-12-16
11180,5143,1,198,2024-09-13,2024-04-03
11181,19947,4,58,2022-05-29,2022-07-26
11182,9915,3,72,2020-03-27,2020-02-10
11183,21156,3,30,2024-06-30,2022-08-09
11184,1408,4,195,2022-01-11,2022-10-18
11185,9971,2,26,2024-09-13,2021-01-31
11186,7235,2,73,2020-02-22,2025-04-13
11187,23884,1,147,2023-06-13,2020-11-10
11188,3906,5,51,2024-04-28,2020-10-18
11189,24687,1,23,2024-10-24,2025-05-22
11190,13763,2,116,2021-08-18,2020-09-10
11191,6843,1,198,2024-12-24,2020-06-20
11192,13843,4,48,2022-04-09,2020-11-18
11193,24234,4,21,2021-06-21,2024-02-24
11194,18868,4,126,2021-01-26,2023-02-22
11195,16570,1,119,2022-01-06,2025-12-21
11196,15009,3,92,2024-04-02,2025-03-23
11197,11097,1,95,2021-12-01,2021-04-26
11198,1582,5,41,2020-05-19,2024-10-29
11199,22614,5,89,2025-01-13,2023-12-12
11200,9334,3,163,2021-08-28,2023-07-12
11201,7006,1,110,2021-09-24,2021-06-29
11202,10152,5,75,2024-12-05,2025-03-22
11203,17637,5,101,2024-11-30,2023-06-05
11204,22494,4,35,2025-12-10,2024-07-29
11205,12710,5,90,2024-12-08,2023-12-16
11206,23639,3,189,2024-10-02,2022-07-29
11207,20219,1,190,2024-04-19,2023-04-21
11208,8776,5,33,2024-05-15,2021-12-06
11209,8651,4,194,2020-02-26,2021-10-22
11210,1313,2,108,2025-02-10,2025-11-16
11211,17547,4,193,2021-09-28,2023-08-27
11212,7506,2,147,2020-08-22,2022-08-07
11213,11311,3,77,2021-01-16,2022-04-05
11214,18594,3,138,2023-07-06,2020-04-23
11215,4748,3,150,2024-07-26,2020-03-09
11216,9883,4,199,2025-12-16,2023-07-10
11217,5944,1,105,2023-05-20,2022-06-19
11218,4160,4,28,2023-02-10,2020-02-27
11219,15572,5,118,2024-12-02,2023-07-20
11220,23656,5,153,2020-10-22,2025-12-02
11221,3874,1,142,2023-08-12,2020-05-25
11222,9366,4,21,2021-07-25,2021-08-02
11223,23618,3,159,2025-07-06,2023-08-03
11224,15196,3,21,2020-05-12,2020-06-08
11225,12020,3,104,2023-12-23,2024-03-13
11226,4818,3,138,2021-04-14,2024-11-23
11227,1586,2,105,2020-05-03,2023-11-28
11228,16297,1,197,2023-09-28,2020-04-03
11229,15344,2,181,2020-05-01,2022-07-11
11230,2608,1,91,2023-01-12,2020-11-11
11231,15556,4,126,2022-05-18,2022-08-04
11232,12120,1,66,2023-09-18,2025-01-01
11233,6393,3,128,2023-03-02,2023-02-28
11234,3901,1,167,2023-06-08,2022-12-08
11235,5296,2,199,2025-04-19,2020-07-23
11236,13819,4,148,2021-04-06,2020-04-03
11237,2601,3,85,2022-07-20,2021-10-08
11238,19937,4,37,2020-05-01,2020-12-20
11239,12643,4,155,2025-12-10,2023-04-07
11240,24428,2,113,2025-06-04,2023-12-21
11241,20743,2,145,2020-12-08,2024-08-15
11242,24483,4,61,2020-10-29,2023-03-12
11243,2738,2,68,2020-06-16,2022-08-08
11244,10006,2,169,2023-02-04,2023-11-02
11245,24574,3,122,2021-04-12,2023-11-17
11246,23796,2,158,2023-02-17,2024-09-24
11247,8375,2,158,2023-04-05,2023-08-22
11248,17883,2,177,2025-01-26,2022-10-31
11249,588,4,33,2024-12-19,2025-08-27
11250,3887,2,168,2021-05-02,2020-10-04
11251,11560,3,39,2020-09-14,2025-12-20
11252,603,1,154,2021-09-02,2022-11-28
11253,824,3,188,2020-10-19,2021-01-24
11254,8271,4,165,2023-12-03,2024-11-19
11255,14001,5,93,2022-11-19,2025-12-26
11256,788,2,29,2024-08-28,2022-11-08
11257,19150,4,131,2020-07-10,2022-10-14
11258,12108,3,69,2024-04-16,2022-05-24
11259,18010,2,176,2025-07-30,2022-02-03
11260,6239,5,69,2021-04-19,2021-06-13
11261,18484,5,40,2024-04-04,2024-03-17
11262,782,3,166,2024-11-02,2021-02-26
11263,14915,4,123,2023-11-26,2022-06-23
11264,21430,5,77,2020-07-05,2022-09-18
11265,5761,5,31,2024-07-15,2021-10-22
11266,2431,3,124,2023-12-01,2022-03-17
11267,11648,2,59,2020-05-31,2025-04-17
11268,3544,1,171,2021-04-16,2021-01-19
11269,7798,2,190,2024-04-02,2023-07-09
11270,6471,2,160,2022-06-16,2025-09-17
11271,6132,2,164,2023-10-11,2023-05-06
11272,12425,5,146,2024-05-25,2024-10-31
11273,16088,1,32,2021-02-04,2021-12-26
11274,14179,2,67,2021-05-12,2021-08-25
11275,8700,2,34,2024-03-15,2024-01-27
11276,2918,2,84,2022-10-17,2022-11-23
11277,10463,3,63,2022-06-23,2023-04-06
11278,6084,3,59,2024-12-30,2022-01-28
11279,18132,3,31,2021-07-12,2023-07-03
11280,3123,2,178,2020-02-01,2022-03-26
11281,3021,5,64,2024-01-17,2023-06-24
11282,10469,4,60,2024-06-19,2025-02-08
11283,13003,5,162,2022-07-28,2024-08-13
11284,10784,1,27,2021-07-01,2023-10-07
11285,11787,2,27,2023-05-22,2024-10-17
11286,21942,5,126,2024-04-25,2020-12-16
11287,18421,5,94,2025-05-02,2024-12-24
11288,13134,5,70,2022-05-15,2025-12-23
11289,10889,4,186,2025-05-14,2025-07-08
11290,23685,1,145,2024-02-01,2025-05-27
11291,12321,1,188,2025-09-21,2021-06-25
11292,11951,3,32,2024-08-27,2022-07-15
11293,6199,3,169,2020-03-11,2022-09-14
11294,19183,3,194,2020-12-12,2024-08-11
11295,6089,3,50,2023-06-15,2025-05-05
11296,7574,4,110,2025-10-15,2024-01-16
11297,1166,1,185,2022-09-24,2021-12-24
11298,8332,2,82,2025-03-08,2024-11-20
11299,16172,4,136,2020-01-02,2022-05-10
11300,23045,2,94,2022-09-14,2021-01-21
11301,4785,5,191,2024-05-06,2025-10-14
11302,20266,3,167,2020-02-07,2025-12-12
11303,17501,4,147,2024-01-14,2024-11-27
11304,22649,4,75,2020-11-03,2024-03-29
11305,3996,5,189,2020-02-01,2020-06-14
11306,17881,3,119,2022-10-08,2021-11-16
11307,21017,3,198,2021-03-10,2020-09-12
11308,23857,4,76,2024-09-24,2025-10-03
11309,10308,5,130,2020-12-09,2020-11-08
11310,18964,5,66,2021-10-22,2025-12-22
11311,22571,3,170,2025-10-15,2025-05-31
11312,14792,1,162,2025-02-25,2023-10-24
11313,3755,5,69,2024-08-02,2020-08-13
11314,24952,2,164,2024-11-19,2021-05-29
11315,4317,3,134,2020-12-04,2020-06-08
11316,13589,3,38,2021-04-05,2021-02-08
11317,20568,4,164,2020-05-23,2024-01-30
11318,4077,1,37,2025-09-28,2021-01-30
11319,9022,2,168,2025-12-18,2024-02-10
11320,19833,1,137,2025-07-23,2024-03-27
11321,12980,3,152,2025-04-13,2020-07-18
11322,10472,1,68,2024-04-23,2024-09-27
11323,9493,1,20,2025-06-21,2022-08-14
11324,24179,5,43,2023-12-26,2021-01-08
11325,6242,3,87,2022-08-06,2021-02-03
11326,15507,4,130,2021-01-19,2020-02-22
11327,2069,4,101,2020-01-30,2020-12-24
11328,8941,1,63,2022-05-29,2020-11-07
11329,15605,2,92,2022-06-06,2023-09-13
11330,7955,3,195,2024-05-28,2022-03-06
11331,11461,3,95,2025-01-17,2020-11-25
11332,14707,2,144,2021-01-31,2022-09-02
11333,6821,5,64,2024-11-21,2023-10-31
11334,7935,5,36,2022-04-28,2023-12-06
11335,16617,1,192,2025-08-15,2022-05-23
11336,9639,1,26,2023-03-11,2024-05-04
11337,406,5,188,2021-04-19,2023-09-18
11338,18242,2,80,2020-12-30,2022-12-22
11339,5843,2,61,2023-02-01,2025-04-24
11340,6203,1,152,2020-07-28,2021-09-10
11341,12644,4,165,2024-08-28,2025-08-17
11342,574,2,127,2024-11-28,2022-09-04
11343,15957,1,141,2023-03-04,2020-04-25
11344,7156,5,37,2021-08-13,2025-10-24
11345,19663,4,177,2023-04-21,2020-05-26
11346,22723,4,132,2023-01-15,2022-07-20
11347,16508,2,123,2021-08-19,2025-01-31
11348,6930,4,195,2024-01-13,2025-05-08
11349,11948,4,155,2022-03-26,2024-11-05
11350,87,5,54,2022-07-16,2022-04-22
11351,16018,3,167,2025-07-15,2020-01-31
11352,3880,3,155,2023-02-18,2020-05-26
11353,7212,2,27,2021-04-04,2020-02-17
11354,3827,4,190,2024-06-24,2021-02-08
11355,11637,4,32,2022-05-23,2023-12-24
11356,13633,2,173,2022-10-28,2023-08-08
11357,5819,3,50,2022-06-21,2022-05-11
11358,19352,3,55,2020-08-07,2024-12-09
11359,3405,1,144,2023-12-14,2020-09-07
11360,4939,5,26,2020-07-22,2022-09-22
11361,10861,2,81,2022-09-28,2025-06-24
11362,16288,1,131,2020-08-30,2020-12-05
11363,5134,2,126,2024-05-19,2021-05-11
11364,14128,4,184,2020-10-22,2022-08-05
11365,14272,3,47,2020-01-14,2025-03-16
11366,11918,1,43,2022-06-04,2021-09-10
11367,12827,2,170,2024-02-29,2023-06-14
11368,12205,3,71,2025-11-25,2021-08-30
11369,21462,1,72,2023-11-23,2020-10-02
11370,2791,2,191,2021-01-30,2025-02-17
11371,24817,5,55,2024-01-13,2022-04-05
11372,18492,3,156,2025-11-22,2025-08-13
11373,3889,4,195,2021-11-09,2023-02-27
11374,19869,3,64,2023-07-27,2023-12-03
11375,12940,1,141,2022-02-14,2022-01-12
11376,22037,3,51,2024-04-29,2025-12-19
11377,4127,3,78,2023-09-04,2021-08-22
11378,6979,3,22,2021-05-31,2021-08-19
11379,2399,3,45,2022-02-03,2025-08-05
11380,18234,4,134,2025-12-19,2020-02-02
11381,10393,5,31,2020-12-23,2022-03-28
11382,21162,1,24,2020-08-08,2023-05-05
11383,6022,4,140,2023-05-29,2022-12-20
11384,24752,5,148,2024-12-26,2025-09-09
11385,18572,2,144,2024-03-24,2024-10-24
11386,2922,2,82,2022-09-05,2024-04-14
11387,22060,5,172,2025-05-26,2022-05-20
11388,11602,5,76,2023-10-07,2024-04-25
11389,16642,4,198,2023-02-19,2025-02-15
11390,10268,4,40,2021-12-15,2020-03-19
11391,11079,4,22,2024-08-02,2020-12-27
11392,17564,3,171,2022-12-21,2022-10-31
11393,767,3,191,2025-11-18,2020-11-25
11394,9887,1,188,2025-04-16,2025-03-22
11395,23482,2,180,2025-09-18,2024-11-04
11396,7404,1,88,2021-08-02,2025-08-06
11397,15534,4,132,2022-03-04,2022-06-21
11398,24682,2,127,2022-09-08,2025-08-17
11399,8170,5,151,2022-01-13,2021-02-06
11400,9395,5,137,2022-09-10,2023-05-30
11401,12353,2,54,2024-12-02,2022-01-01
11402,12637,4,173,2020-07-14,2022-09-17
11403,5664,5,197,2022-10-18,2020-07-02
11404,3992,1,100,2024-11-09,2020-02-17
11405,6253,1,36,2022-09-25,2023-06-09
11406,1413,5,80,2020-01-06,2024-12-31
11407,11025,5,91,2020-05-30,2020-12-28
11408,4702,4,40,2023-09-13,2024-06-10
11409,24680,2,198,2020-07-13,2022-09-16
11410,10305,2,172,2021-11-04,2024-07-25
11411,24721,1,29,2020-02-13,2020-09-18
11412,19256,3,197,2020-12-12,2024-11-02
11413,7054,5,39,2021-11-22,2022-12-18
11414,21903,2,174,2023-09-29,2022-03-23
11415,13799,2,180,2020-06-09,2025-04-17
11416,9673,2,50,2025-09-25,2023-04-14
11417,1782,3,21,2025-06-12,2022-06-03
11418,6819,1,146,2022-11-24,2021-09-28
11419,12129,5,38,2022-03-13,2025-06-11
11420,18118,4,122,2021-12-09,2025-08-22
11421,4907,5,55,2024-12-14,2022-08-18
11422,14407,1,160,2021-10-08,2020-08-14
11423,15404,5,133,2023-04-30,2022-02-02
11424,5743,2,127,2025-06-24,2025-05-20
11425,3509,4,171,2023-12-08,2020-08-03
11426,1891,3,23,2022-06-20,2021-08-03
11427,13446,3,167,2022-07-20,2025-01-24
11428,22532,3,191,2021-10-05,2020-06-10
11429,12302,4,52,2023-08-30,2023-06-12
11430,19275,1,180,2020-07-12,2024-11-07
11431,2993,4,184,2022-04-27,2021-01-08
11432,5405,4,138,2022-12-02,2023-03-22
11433,18495,1,128,2023-04-25,2020-04-11
11434,5893,5,20,2021-04-14,2023-02-08
11435,16974,5,153,2020-04-05,2021-07-20
11436,12661,3,83,2022-08-31,2020-02-23
11437,19870,1,125,2024-03-07,2021-03-15
11438,9624,5,81,2023-07-07,2021-06-10
11439,3761,1,43,2020-07-03,2020-06-17
11440,22733,4,58,2024-06-04,2023-03-08
11441,7409,3,160,2024-09-10,2023-10-12
11442,7162,3,76,2020-09-13,2023-02-16
11443,3244,4,134,2023-11-28,2025-04-13
11444,9379,4,114,2021-01-01,2024-11-07
11445,7093,4,32,2023-01-22,2020-05-20
11446,24752,5,151,2023-07-19,2025-05-09
11447,1320,5,82,2025-08-14,2022-05-18
11448,4320,1,34,2024-03-04,2021-12-21
11449,20457,4,20,2022-08-13,2025-03-21
11450,16948,1,125,2022-11-22,2025-09-24
11451,1340,3,96,2022-07-29,2024-03-28
11452,17127,1,194,2023-03-28,2024-12-13
11453,14071,3,148,2025-03-19,2022-08-12
11454,11339,1,167,2022-01-31,2022-04-02
11455,20493,1,123,2023-09-19,2025-06-14
11456,9254,1,33,2021-01-08,2025-07-11
11457,20343,5,47,2023-04-26,2021-04-04
11458,10360,3,77,2024-05-02,2024-09-01
11459,510,5,119,2025-12-06,2024-07-15
11460,9432,1,49,2021-11-06,2025-05-28
11461,9335,3,110,2025-09-30,2025-01-30
11462,8652,2,192,2025-01-12,2023-08-18
11463,5507,2,72,2023-03-31,2020-09-14
11464,19848,3,84,2020-06-20,2022-01-03
11465,18802,5,187,2025-02-11,2021-10-04
11466,20339,5,25,2025-12-06,2020-01-06
11467,22985,2,139,2020-11-20,2022-04-09
11468,7324,5,53,2025-04-06,2024-11-24
11469,21491,3,64,2023-01-16,2025-11-01
11470,17612,1,66,2021-12-29,2024-11-21
11471,4301,5,71,2023-05-27,2025-06-27
11472,12183,1,63,2023-05-31,2025-02-20
11473,16989,4,20,2025-01-05,2020-11-25
11474,12290,2,64,2023-07-28,2020-06-19
11475,4600,3,102,2024-01-15,2024-10-01
11476,2697,5,23,2021-06-07,2025-06-19
11477,18951,1,92,2023-09-22,2024-08-21
11478,13785,1,162,2020-10-08,2020-10-22
11479,16032,1,71,2021-08-06,2021-08-22
11480,1331,1,73,2024-04-08,2023-05-25
11481,23507,2,91,2023-01-26,2020-02-20
11482,13183,5,31,2022-02-16,2021-10-18
11483,11239,2,81,2020-09-16,2022-12-09
11484,13893,3,113,2024-09-14,2023-12-25
11485,6365,2,90,2025-06-16,2020-02-05
11486,19401,3,193,2022-10-07,2020-03-14
11487,11290,1,70,2022-08-22,2022-08-22
11488,12123,3,148,2022-11-05,2025-09-25
11489,9187,4,134,2025-09-03,2021-01-23
11490,14852,2,59,2023-10-24,2023-03-23
11491,23590,3,83,2023-07-14,2022-01-31
11492,23253,4,188,2022-04-17,2025-11-27
11493,327,5,81,2023-08-20,2020-07-21
11494,2467,3,99,2025-01-26,2024-07-03
11495,23033,5,166,2022-01-29,2023-04-28
11496,10367,3,41,2021-11-22,2020-03-03
11497,2431,3,86,2022-07-25,2021-09-24
11498,16856,3,158,2021-10-14,2023-04-02
11499,4887,4,82,2022-12-13,2022-04-21
11500,24391,5,151,2020-05-11,2023-08-30
11501,7178,3,98,2022-11-29,2025-03-28
11502,4686,1,104,2023-12-07,2025-01-24
11503,2471,5,108,2025-09-27,2024-01-13
11504,21426,4,41,2024-11-08,2021-05-02
11505,5089,2,162,2024-05-10,2020-03-03
11506,14374,5,21,2025-12-13,2023-02-08
11507,24929,5,194,2025-10-22,2023-06-18
11508,443,1,195,2021-01-02,2023-09-08
11509,7860,2,63,2020-02-11,2023-08-09
11510,674,5,157,2023-05-07,2025-01-22
11511,19371,2,156,2022-11-09,2023-08-31
11512,14064,3,105,2023-04-23,2024-04-11
11513,10735,1,79,2020-09-11,2022-12-02
11514,17673,3,77,2024-04-27,2020-03-24
11515,20284,3,65,2025-10-14,2020-02-10
11516,14680,2,136,2022-06-17,2024-01-15
11517,16231,3,115,2024-12-06,2025-07-10
11518,20978,1,72,2021-07-14,2022-10-15
11519,6804,2,43,2025-10-11,2021-02-28
11520,10128,5,199,2020-08-08,2020-04-10
11521,22810,1,187,2024-06-28,2025-06-04
11522,22918,1,119,2022-10-27,2024-03-30
11523,9813,2,189,2022-10-29,2022-01-29
11524,1522,5,48,2022-12-01,2025-09-19
11525,16823,4,198,2022-11-16,2025-02-20
11526,14235,3,120,2022-07-26,2020-01-08
11527,12087,3,58,2024-12-25,2022-06-03
11528,7229,1,194,2023-04-20,2021-10-15
11529,9337,5,137,2023-11-06,2024-11-03
11530,13445,1,119,2021-04-02,2025-11-04
11531,4003,3,173,2023-10-10,2021-06-28
11532,18427,4,70,2024-12-24,2025-02-16
11533,7574,1,145,2022-01-08,2023-10-21
11534,6604,4,59,2023-04-26,2025-09-23
11535,22191,2,122,2022-12-10,2025-12-24
11536,18923,5,63,2020-07-05,2021-12-15
11537,841,3,137,2025-01-10,2025-05-16
11538,4974,4,48,2024-03-01,2025-02-23
11539,15947,1,92,2025-07-31,2025-02-13
11540,10933,4,28,2025-02-12,2021-09-30
11541,19161,1,169,2021-07-28,2024-07-28
11542,9063,1,136,2020-04-09,2024-02-05
11543,15742,4,187,2020-05-14,2024-07-29
11544,9171,4,54,2021-07-29,2025-07-21
11545,15023,3,64,2021-09-10,2021-11-23
11546,2606,3,124,2025-08-25,2021-06-21
11547,21121,3,25,2023-05-06,2021-02-20
11548,19897,4,69,2022-10-26,2021-06-15
11549,18299,5,167,2024-06-03,2021-03-27
11550,13901,1,49,2020-03-01,2025-05-15
11551,5217,2,138,2020-01-07,2024-01-08
11552,6496,4,44,2022-07-03,2025-04-30
11553,3699,3,45,2024-01-15,2022-10-08
11554,15113,3,169,2022-02-15,2025-07-21
11555,7733,5,59,2024-06-11,2021-04-12
11556,19949,4,188,2024-12-06,2025-08-29
11557,1311,2,104,2025-02-20,2022-07-31
11558,17147,5,143,2025-08-16,2020-08-23
11559,11992,4,149,2022-11-11,2020-10-29
11560,3382,3,166,2021-02-12,2025-09-26
11561,14370,5,135,2022-03-26,2024-05-03
11562,1582,1,58,2022-07-24,2021-01-29
11563,17712,5,60,2025-04-23,2020-02-09
11564,15207,5,82,2021-09-07,2025-08-23
11565,2887,4,84,2021-01-06,2023-06-23
11566,16998,2,150,2021-09-24,2023-02-23
11567,1885,1,161,2024-02-07,2024-04-09
11568,8111,5,30,2025-01-10,2021-02-27
11569,18227,4,68,2022-03-14,2023-11-04
11570,24524,5,76,2021-03-25,2020-05-24
11571,12429,4,88,2023-05-01,2020-01-19
11572,23631,2,131,2023-05-15,2025-01-21
11573,14012,2,170,2023-04-11,2021-09-08
11574,15903,3,198,2024-05-09,2020-03-17
11575,11700,4,80,2023-01-18,2024-09-28
11576,2721,4,27,2025-07-31,2025-03-11
11577,2034,4,167,2024-07-31,2022-04-09
11578,19950,5,119,2021-07-31,2023-02-16
11579,13910,4,40,2021-08-16,2023-01-20
11580,13352,5,135,2024-06-04,2024-06-30
11581,3333,4,49,2021-07-29,2022-08-07
11582,3294,5,64,2024-09-26,2022-08-03
11583,9215,1,59,2020-07-13,2025-07-10
11584,9758,4,147,2021-12-07,2021-12-04
11585,20104,1,183,2024-07-20,2024-03-25
11586,2153,3,195,2021-10-19,2025-06-18
11587,14387,5,40,2021-02-06,2025-03-25
11588,16564,1,116,2023-08-14,2022-06-08
11589,14736,5,156,2021-07-26,2024-06-20
11590,11171,3,40,2024-12-07,2022-08-31
11591,9473,2,58,2025-02-27,2023-05-28
11592,19205,3,76,2025-06-02,2024-04-21
11593,24346,5,120,2021-12-11,2021-01-25
11594,479,1,37,2023-01-26,2020-02-13
11595,23543,2,181,2023-11-03,2025-03-05
11596,10036,5,177,2022-07-24,2023-12-31
11597,10414,3,188,2020-12-03,2020-08-26
11598,6152,4,150,2022-04-29,2022-06-09
11599,22983,4,169,2022-10-07,2022-08-10
11600,13598,3,161,2020-01-01,2025-05-01
11601,11187,2,173,2020-06-24,2023-08-17
11602,13769,4,62,2023-12-26,2020-10-07
11603,22013,5,116,2022-04-06,2024-11-21
11604,4334,4,88,2021-11-03,2022-06-29
11605,24361,3,73,2024-02-13,2022-09-16
11606,19548,3,22,2025-04-15,2022-05-28
11607,15868,3,195,2022-07-30,2025-09-10
11608,22296,2,159,2022-09-16,2023-10-01
11609,8525,2,170,2020-06-17,2020-09-28
11610,15422,3,116,2022-01-15,2023-10-01
11611,2490,4,106,2020-01-27,2022-12-24
11612,23162,3,185,2020-09-27,2025-03-28
11613,3597,3,62,2020-01-20,2023-10-08
11614,12272,4,189,2023-12-21,2022-01-27
11615,13654,4,35,2022-11-08,2024-10-16
11616,15642,2,102,2020-03-20,2025-03-11
11617,9831,5,26,2024-01-26,2022-01-06
11618,15708,2,108,2021-12-05,2020-06-30
11619,17792,5,100,2025-05-27,2025-01-12
11620,16531,3,188,2024-05-17,2023-09-08
11621,10015,2,145,2020-01-25,2025-07-14
11622,1922,5,51,2020-12-21,2024-05-11
11623,10192,4,115,2020-05-15,2022-02-08
11624,24122,3,120,2023-04-04,2025-07-23
11625,283,1,199,2025-11-05,2023-12-10
11626,1473,3,88,2021-10-13,2022-09-27
11627,277,3,192,2025-08-08,2024-04-18
11628,2859,5,36,2023-11-20,2021-05-16
11629,5793,4,101,2021-09-28,2022-01-13
11630,17045,1,121,2020-03-17,2024-12-25
11631,17883,5,101,2020-11-12,2021-06-12
11632,14002,1,38,2021-05-28,2021-11-19
11633,15446,1,85,2023-11-22,2024-02-06
11634,20876,5,54,2020-06-11,2020-10-23
11635,3589,2,111,2021-06-17,2025-10-22
11636,3584,3,195,2022-07-23,2021-09-14
11637,3661,3,155,2021-02-06,2021-08-30
11638,8259,3,59,2023-11-06,2022-07-06
11639,1744,1,174,2021-04-14,2025-11-28
11640,448,2,100,2024-05-15,2025-01-17
11641,10010,1,162,2024-04-30,2022-09-16
11642,2646,2,184,2022-05-03,2022-11-06
11643,3896,4,91,2025-11-25,2023-11-30
11644,6177,4,153,2020-02-18,2023-03-12
11645,15145,5,115,2023-04-28,2023-09-27
11646,7284,5,170,2022-08-24,2023-03-01
11647,1457,5,25,2024-11-05,2021-07-12
11648,8576,2,98,2022-03-04,2024-02-20
11649,7179,3,145,2021-05-22,2023-11-04
11650,1283,3,115,2023-06-11,2025-08-30
11651,18080,5,158,2020-01-05,2022-03-16
11652,14977,2,127,2021-03-04,2025-06-16
11653,17245,1,31,2022-05-04,2023-09-09
11654,20244,5,98,2024-09-07,2023-12-24
11655,23889,5,27,2021-07-12,2025-12-30
11656,11731,5,193,2021-03-17,2020-11-10
11657,23903,1,41,2024-09-15,2024-12-16
11658,24505,1,77,2021-10-31,2021-08-23
11659,12967,5,175,2022-01-25,2025-05-02
11660,5936,4,195,2023-01-13,2021-06-26
11661,14655,4,37,2022-09-05,2020-05-17
11662,24193,3,152,2025-10-10,2022-05-09
11663,3870,2,197,2024-04-02,2024-09-11
11664,19957,5,157,2022-09-19,2022-06-15
11665,13114,3,75,2025-08-22,2023-12-16
11666,14496,2,174,2021-08-31,2022-02-04
11667,12867,5,163,2020-07-11,2025-09-17
11668,12634,3,189,2025-02-18,2022-11-11
11669,22986,1,177,2021-07-18,2025-09-01
11670,3577,4,59,2020-06-20,2022-07-22
11671,762,4,141,2020-12-03,2023-05-16
11672,2760,4,141,2022-05-01,2020-03-03
11673,15814,3,112,2022-11-03,2020-09-09
11674,869,4,191,2021-07-18,2022-06-16
11675,4953,5,54,2022-02-22,2022-03-20
11676,12437,2,102,2023-06-11,2020-07-20
11677,18674,5,170,2024-02-14,2023-03-11
11678,24230,1,163,2023-03-02,2025-04-30
11679,19314,5,49,2023-04-08,2023-03-21
11680,23546,5,112,2025-01-29,2020-02-25
11681,6481,4,122,2023-03-17,2022-07-03
11682,13222,3,44,2022-07-27,2023-09-18
11683,22335,1,99,2024-11-30,2022-02-23
11684,12824,2,105,2024-10-16,2024-09-10
11685,2460,3,94,2023-09-07,2023-06-28
11686,14922,1,183,2025-08-19,2020-01-08
11687,15123,5,194,2024-08-24,2024-08-17
11688,10389,3,87,2024-09-16,2020-11-19
