EnrollmentID,LearnerID,CourseID,InstructorID,DateID,EnrollmentSource,EnrollmentStatus,CompletionDate,TimeSpentDays,CreatedDate,ApplicationDate
11973,18321,51,319,1691,Referral,In Progress,2/9/2022,14,10/30/2023,8/7/2024 1:17
11974,2396,48,243,441,LinkedIn,Dropped,6/9/2025,23,12/22/2025,3/8/2021 20:40
11975,8299,118,213,1008,LinkedIn,Dropped,5/19/2021,52,8/12/2024,9/22/2022 13:47
11976,18311,49,386,433,Referral,Dropped,2/5/2025,126,2/5/2024,3/2/2021 6:55
11977,14219,84,408,1640,AdWords,In Progress,11/1/2020,93,6/24/2020,6/23/2024 8:27
11978,1983,179,485,1614,Direct,Completed,11/26/2023,71,10/9/2021,5/20/2024 7:46
11979,2438,14,333,498,LinkedIn,Completed,11/4/2021,83,7/12/2022,4/28/2021 8:03
11980,19671,149,139,378,Referral,In Progress,10/8/2022,69,3/30/2021,1/8/2021 6:23
11981,9386,48,486,925,Referral,In Progress,5/17/2025,117,3/14/2020,7/4/2022 18:43
11982,10176,132,127,514,LinkedIn,Dropped,7/10/2024,153,12/20/2020,5/18/2021 16:44
11983,19275,22,141,730,AdWords,Dropped,2/7/2023,100,11/8/2024,12/25/2021 22:08
11984,3418,83,485,1704,AdWords,Completed,12/19/2020,81,11/20/2020,8/26/2024 12:46
11985,5388,51,374,1258,LinkedIn,Completed,11/28/2023,156,6/10/2021,5/30/2023 10:49
11986,19322,10,453,9,AdWords,Dropped,9/4/2020,101,8/22/2023,12/29/2019 21:51
11987,9665,13,321,38,Referral,In Progress,7/28/2024,49,6/1/2023,1/28/2020 17:31
11988,18399,71,400,1592,Direct,Completed,10/12/2021,12,3/2/2020,5/2/2024 16:58
11989,411,1,438,230,Direct,Dropped,9/4/2025,85,3/15/2021,8/15/2020 15:31
11990,14515,117,337,150,LinkedIn,In Progress,4/11/2022,24,5/30/2022,5/27/2020 9:53
11991,136,182,402,230,LinkedIn,Dropped,6/29/2023,96,11/2/2024,8/3/2020 3:38
11992,15546,99,488,1949,LinkedIn,Dropped,3/30/2021,10,7/14/2023,4/26/2025 3:20
11993,14860,123,445,926,Direct,Dropped,8/19/2024,91,12/4/2022,7/8/2022 21:57
11994,4121,93,454,1015,LinkedIn,Completed,12/20/2020,104,7/31/2020,10/6/2022 10:43
11995,2799,79,22,1545,LinkedIn,Completed,1/20/2021,61,4/22/2025,3/22/2024 20:41
11996,5548,134,155,1109,Direct,In Progress,8/12/2023,23,4/6/2024,12/31/2022 7:38
11997,11656,89,474,1142,AdWords,Completed,1/10/2024,56,2/29/2020,2/3/2023 8:45
11998,9317,189,166,1659,LinkedIn,Dropped,10/4/2021,55,1/4/2023,7/10/2024 15:26
11999,13767,147,134,1350,Direct,Completed,3/20/2025,11,6/29/2025,9/7/2023 9:46
12000,13535,157,152,928,Referral,Completed,9/10/2022,56,1/5/2025,7/10/2022 22:35
12001,13592,116,366,529,AdWords,In Progress,10/17/2025,104,4/3/2020,6/11/2021 8:07
12002,3941,112,64,290,AdWords,Completed,8/1/2024,159,7/17/2025,10/11/2020 2:18
12003,4215,114,26,507,Direct,In Progress,9/24/2020,106,7/31/2021,5/8/2021 1:28
12004,1590,47,495,777,Direct,Completed,12/2/2020,68,11/16/2023,2/8/2022 8:18
12005,7304,170,209,560,Referral,In Progress,7/10/2024,98,8/31/2020,7/13/2021 12:04
12006,16958,3,473,291,LinkedIn,Dropped,6/20/2020,70,1/17/2021,10/14/2020 5:21
12007,16559,41,91,478,Referral,Dropped,11/12/2023,169,1/4/2025,4/12/2021 3:34
12008,7251,26,45,148,AdWords,In Progress,2/18/2021,113,7/29/2022,5/27/2020 13:09
12009,166,21,302,900,LinkedIn,In Progress,1/7/2022,12,6/22/2025,6/5/2022 10:14
12010,13957,1,403,315,LinkedIn,In Progress,9/20/2021,27,4/7/2024,11/10/2020 1:01
12011,4659,192,331,2071,Referral,Completed,11/15/2024,43,5/5/2020,8/23/2025 2:52
12012,10160,81,477,178,Referral,In Progress,8/15/2021,144,11/23/2024,6/15/2020 4:41
12013,16128,24,385,1393,Referral,Completed,7/31/2025,155,9/15/2020,10/11/2023 6:21
12014,15298,49,157,167,LinkedIn,Dropped,3/23/2024,110,4/18/2022,6/2/2020 10:47
12015,90,170,238,600,AdWords,Completed,5/19/2025,44,1/2/2020,8/12/2021 11:34
12016,19287,42,426,1084,Direct,Dropped,8/18/2022,159,1/9/2024,12/12/2022 10:38
12017,1107,158,46,1744,Direct,In Progress,4/8/2020,57,1/9/2020,10/3/2024 18:18
12018,16604,75,374,1682,LinkedIn,In Progress,7/1/2021,80,10/24/2025,7/28/2024 12:46
12019,12707,130,235,1124,LinkedIn,Completed,5/18/2021,83,11/11/2025,1/19/2023 3:11
12020,13352,197,77,34,Referral,In Progress,10/7/2023,79,2/10/2023,1/22/2020 13:33
12021,3543,30,297,1574,AdWords,Dropped,12/10/2023,107,4/11/2022,4/22/2024 11:44
12022,19268,68,316,2046,LinkedIn,In Progress,2/17/2021,112,11/17/2024,7/28/2025 1:57
12023,9257,153,68,94,LinkedIn,Completed,4/9/2025,58,12/27/2024,3/21/2020 7:19
12024,3134,91,398,1041,Direct,Completed,11/6/2025,108,9/3/2021,10/25/2022 21:50
12025,5982,170,410,1141,Direct,Dropped,8/31/2025,172,10/21/2025,2/13/2023 18:06
12026,8770,4,386,992,LinkedIn,Completed,7/15/2022,19,11/19/2020,9/15/2022 12:23
12027,15734,111,306,770,AdWords,Dropped,9/28/2024,65,4/21/2022,2/8/2022 20:02
12028,10307,164,294,842,LinkedIn,In Progress,6/22/2020,57,1/16/2023,4/19/2022 20:05
12029,2427,83,372,447,Direct,Dropped,7/27/2023,86,2/23/2022,3/15/2021 0:32
12030,4802,98,424,1455,AdWords,Completed,7/25/2025,94,8/22/2023,12/18/2023 4:52
12031,5194,144,17,1019,Referral,Dropped,10/25/2020,105,10/24/2020,10/8/2022 21:33
12032,15449,198,499,1380,AdWords,Dropped,2/15/2021,57,3/18/2021,10/6/2023 10:32
12033,291,132,472,1456,Referral,In Progress,2/4/2025,178,7/6/2023,12/21/2023 10:28
12034,690,133,279,1457,LinkedIn,Dropped,1/14/2023,13,10/11/2025,12/23/2023 12:22
12035,1969,178,452,1508,Direct,Completed,11/11/2025,146,8/5/2020,2/4/2024 1:57
12036,11251,95,221,625,Referral,Dropped,1/7/2025,155,5/26/2020,9/8/2021 18:03
12037,4927,30,81,1078,Direct,Dropped,10/24/2020,124,1/8/2022,12/10/2022 15:04
12038,9849,200,227,1593,Referral,In Progress,12/14/2023,31,1/3/2025,5/2/2024 4:33
12039,11430,188,160,1019,AdWords,In Progress,5/13/2024,165,4/1/2024,10/1/2022 13:15
12040,4750,197,351,2191,AdWords,Completed,4/20/2021,103,12/16/2020,12/19/2025 18:39
12041,14464,39,428,1361,Direct,Completed,6/6/2025,160,1/23/2020,9/11/2023 4:46
12042,14597,99,236,1418,Direct,In Progress,6/7/2024,48,12/31/2023,11/7/2023 20:42
12043,9489,50,418,2176,LinkedIn,Dropped,12/2/2022,107,3/10/2020,12/9/2025 23:41
12044,1305,171,45,123,LinkedIn,Dropped,6/2/2025,30,9/23/2021,5/2/2020 8:02
12045,3639,148,486,59,AdWords,Dropped,1/11/2024,13,10/16/2023,2/14/2020 23:54
12046,14371,47,443,582,AdWords,In Progress,7/16/2023,124,2/7/2022,7/27/2021 11:42
12047,9696,67,219,1336,Referral,Dropped,6/27/2024,53,9/10/2025,8/22/2023 15:48
12048,4157,152,287,1327,LinkedIn,Dropped,6/17/2024,22,2/10/2022,8/10/2023 18:41
12049,15097,126,488,2142,LinkedIn,Completed,1/26/2023,21,11/30/2021,10/31/2025 14:48
12050,17197,79,299,461,Direct,In Progress,5/30/2024,179,12/21/2024,3/28/2021 16:13
12051,9747,111,450,1608,AdWords,In Progress,11/17/2025,43,4/21/2022,5/20/2024 14:54
12052,537,157,97,162,Direct,In Progress,5/6/2022,152,6/16/2025,6/9/2020 2:32
12053,17350,65,280,662,Direct,In Progress,1/4/2021,116,11/20/2020,10/9/2021 16:27
12054,4667,121,112,229,Referral,Dropped,5/31/2024,147,2/22/2020,8/11/2020 12:56
12055,3873,52,181,472,Direct,Dropped,1/4/2022,83,3/13/2025,4/7/2021 8:40
12056,4330,39,497,13,Direct,In Progress,9/19/2022,41,10/28/2024,1/2/2020 12:55
12057,7819,168,305,103,Direct,Completed,3/1/2024,70,1/18/2020,4/2/2020 15:55
12058,15146,102,442,1067,Referral,Dropped,4/5/2020,13,5/27/2020,11/29/2022 18:14
12059,1470,74,329,1027,Direct,In Progress,2/3/2022,168,12/25/2021,10/21/2022 13:03
12060,8747,71,70,1378,AdWords,Completed,5/9/2020,127,10/16/2021,10/8/2023 7:19
12061,5091,166,249,1815,AdWords,Dropped,4/18/2021,173,4/27/2020,12/14/2024 21:52
12062,7268,69,423,1795,LinkedIn,Dropped,1/6/2021,63,9/21/2025,11/22/2024 18:24
12063,14691,113,298,947,Referral,Dropped,12/7/2024,36,7/7/2020,7/30/2022 23:34
12064,18404,107,410,244,AdWords,Completed,8/3/2025,66,10/4/2021,8/23/2020 2:51
12065,7295,180,229,1055,LinkedIn,In Progress,5/7/2025,107,4/17/2021,11/7/2022 22:57
12066,6505,138,389,976,Direct,In Progress,3/3/2021,40,11/17/2024,8/29/2022 20:52
12067,11127,135,209,1642,AdWords,In Progress,9/15/2024,28,9/10/2025,6/28/2024 17:38
12068,19774,123,67,1076,AdWords,Dropped,8/15/2022,15,3/9/2024,12/4/2022 15:52
12069,777,54,24,1659,Referral,Dropped,1/27/2020,30,4/7/2023,7/8/2024 13:56
12070,878,15,409,757,Direct,Completed,2/14/2020,41,8/6/2024,1/13/2022 15:21
12071,7900,139,317,494,AdWords,Dropped,2/10/2023,149,4/14/2021,4/29/2021 23:34
12072,10675,52,35,23,Referral,In Progress,12/17/2022,23,8/11/2021,1/20/2020 16:53
12073,12292,11,363,667,AdWords,Dropped,9/9/2022,116,9/29/2025,10/23/2021 19:53
12074,1743,112,348,812,LinkedIn,Completed,6/21/2023,147,2/17/2025,3/8/2022 10:46
12075,187,135,222,115,Direct,Completed,3/8/2023,60,7/30/2024,4/14/2020 12:27
12076,1393,19,338,1953,AdWords,Completed,11/4/2023,137,9/9/2024,4/27/2025 10:09
12077,12484,11,13,561,Direct,Dropped,9/5/2025,45,7/3/2024,7/7/2021 3:15
12078,1629,177,462,1225,Direct,Completed,9/12/2023,171,5/26/2021,5/1/2023 13:48
12079,15775,120,136,1462,AdWords,In Progress,2/22/2021,111,7/19/2024,12/21/2023 4:22
12080,879,183,443,1036,AdWords,Completed,4/17/2020,86,7/3/2024,10/28/2022 3:18
12081,151,118,205,1386,LinkedIn,In Progress,7/1/2021,146,2/8/2025,10/6/2023 0:00
12082,4214,28,435,1869,LinkedIn,Dropped,5/4/2020,123,11/25/2020,2/6/2025 13:00
12083,19737,68,453,1495,LinkedIn,Dropped,1/10/2024,42,9/9/2022,1/24/2024 6:52
12084,18661,146,421,814,LinkedIn,Completed,8/18/2022,114,11/2/2025,3/21/2022 9:45
12085,385,76,449,993,Referral,Completed,4/29/2025,125,11/5/2024,9/15/2022 1:57
12086,18896,125,440,558,Referral,Completed,4/24/2025,119,1/30/2025,7/5/2021 9:25
12087,15424,77,191,24,LinkedIn,Completed,8/15/2020,59,1/25/2023,1/16/2020 2:33
12088,1857,76,259,1949,LinkedIn,In Progress,7/6/2022,96,10/1/2021,4/23/2025 20:01
12089,6482,155,95,275,Referral,Dropped,2/28/2020,86,6/6/2022,9/21/2020 7:27
12090,10211,40,302,1165,LinkedIn,In Progress,9/24/2022,119,12/8/2023,2/26/2023 9:19
12091,18469,142,420,1712,Referral,Dropped,7/13/2025,135,6/30/2025,9/2/2024 7:41
12092,8914,150,262,1709,AdWords,In Progress,10/26/2020,55,10/9/2020,8/22/2024 13:46
12093,17551,142,376,343,AdWords,In Progress,8/31/2023,111,12/19/2021,12/3/2020 17:26
12094,16069,39,319,270,Referral,Completed,12/19/2023,74,12/8/2020,9/19/2020 8:27
12095,3994,179,93,2033,LinkedIn,Completed,1/27/2024,90,4/1/2020,7/15/2025 21:59
12096,11708,110,7,656,LinkedIn,Completed,6/4/2021,118,11/23/2021,10/14/2021 8:30
12097,17368,128,291,361,AdWords,Dropped,8/7/2023,71,1/26/2024,12/24/2020 3:46
12098,6996,117,382,671,Referral,In Progress,10/25/2024,120,4/9/2022,10/19/2021 2:06
12099,2235,142,76,818,LinkedIn,Completed,7/10/2025,44,7/2/2021,3/22/2022 13:07
12100,19253,147,213,248,Referral,Dropped,9/2/2024,49,9/21/2021,8/31/2020 13:31
12101,8446,63,141,452,Direct,In Progress,4/30/2025,56,4/11/2021,3/26/2021 20:10
12102,3147,91,84,760,Direct,In Progress,5/10/2022,20,2/1/2021,1/28/2022 15:47
12103,15227,165,310,1960,LinkedIn,In Progress,6/29/2021,20,3/21/2024,5/3/2025 4:25
12104,13372,198,234,1854,Direct,Dropped,8/18/2021,174,11/23/2020,1/22/2025 19:54
12105,13138,17,272,1213,Referral,Completed,5/6/2025,62,12/31/2024,4/20/2023 22:24
12106,5915,167,94,1768,Direct,Dropped,1/16/2022,20,9/23/2020,11/2/2024 23:06
12107,3184,146,431,751,LinkedIn,Dropped,4/12/2025,60,5/25/2022,1/6/2022 14:19
12108,8505,162,57,1990,LinkedIn,In Progress,12/8/2025,130,9/8/2020,6/2/2025 20:40
12109,1066,180,445,839,AdWords,Dropped,1/14/2023,31,5/8/2020,4/13/2022 8:56
12110,13847,160,419,1604,LinkedIn,Dropped,2/7/2023,12,3/17/2023,5/11/2024 6:50
12111,16992,30,334,1772,Referral,Completed,2/10/2020,116,9/19/2020,11/5/2024 12:57
12112,18164,186,97,1637,Referral,In Progress,12/10/2022,85,8/27/2025,6/23/2024 22:29
12113,10728,16,307,662,Referral,Completed,11/13/2021,157,5/27/2021,10/17/2021 7:55
12114,6908,167,440,208,Referral,Completed,9/30/2022,145,9/22/2022,7/17/2020 11:00
12115,9354,147,216,1156,Direct,In Progress,6/10/2023,103,12/2/2024,3/1/2023 3:17
12116,9461,142,417,1018,LinkedIn,Completed,8/19/2025,44,11/4/2023,10/9/2022 15:07
12117,11850,186,291,1351,Direct,Completed,12/31/2022,15,5/15/2020,8/30/2023 5:28
12118,13200,89,423,1740,LinkedIn,Dropped,10/5/2020,125,5/29/2024,9/29/2024 4:39
12119,9822,26,212,1163,Referral,In Progress,5/25/2022,14,5/24/2025,2/23/2023 0:21
12120,10042,117,342,2152,Direct,Dropped,10/30/2022,104,2/26/2025,11/14/2025 13:31
12121,9851,36,130,564,AdWords,Completed,5/2/2023,179,10/14/2020,7/11/2021 8:39
12122,7850,57,483,1894,LinkedIn,Dropped,9/21/2020,106,11/21/2022,3/3/2025 17:13
12123,7503,49,308,1536,LinkedIn,Completed,8/9/2021,43,7/27/2022,3/7/2024 5:55
12124,5980,188,74,576,AdWords,In Progress,3/11/2021,72,8/23/2022,7/17/2021 14:01
12125,15732,28,320,540,Direct,Completed,11/25/2025,108,9/21/2025,6/21/2021 15:34
12126,6705,95,283,268,LinkedIn,In Progress,5/7/2023,137,4/25/2020,9/14/2020 7:06
12127,2214,134,346,1584,Direct,In Progress,12/31/2021,12,12/19/2023,4/27/2024 18:02
12128,19394,93,282,1097,Referral,Dropped,12/10/2022,77,3/16/2023,12/29/2022 4:14
12129,12155,96,18,277,Referral,Completed,4/22/2025,80,8/12/2025,10/2/2020 13:42
12130,16706,5,224,24,Referral,Dropped,7/11/2020,53,6/10/2021,1/24/2020 6:33
12131,6283,99,205,13,Direct,Dropped,8/10/2023,81,11/3/2024,1/2/2020 3:21
12132,16972,191,445,463,Direct,Dropped,7/3/2022,65,6/27/2021,3/27/2021 20:17
12133,12963,8,71,1897,Referral,Completed,10/17/2021,76,6/27/2025,2/26/2025 0:45
12134,18099,96,301,1295,LinkedIn,Dropped,3/25/2022,90,7/1/2024,7/18/2023 3:17
12135,9588,72,83,1038,AdWords,Dropped,10/1/2021,41,10/12/2025,10/24/2022 13:58
12136,524,192,173,85,Referral,Completed,5/5/2022,110,9/27/2021,3/16/2020 22:33
12137,8855,134,439,1208,Referral,Completed,9/6/2023,19,6/21/2024,4/20/2023 15:35
12138,7565,39,138,1710,Referral,Completed,10/23/2020,156,1/26/2021,9/2/2024 6:45
12139,16985,48,325,738,LinkedIn,Dropped,8/8/2023,102,12/28/2023,1/6/2022 9:38
12140,8836,198,6,1405,AdWords,Dropped,12/3/2021,72,9/9/2022,10/24/2023 9:46
12141,17255,197,84,1234,Direct,In Progress,5/15/2024,112,5/10/2020,5/7/2023 3:37
12142,16939,109,343,650,Direct,Dropped,5/24/2021,133,11/11/2023,10/1/2021 11:36
12143,15135,188,83,1491,LinkedIn,In Progress,6/29/2022,95,4/16/2023,1/20/2024 5:51
12144,3495,175,298,1865,Referral,Completed,6/6/2025,91,12/25/2023,1/25/2025 12:17
12145,10478,80,41,973,AdWords,Dropped,12/19/2025,80,5/14/2025,8/20/2022 20:42
12146,18278,197,42,1684,Direct,In Progress,8/21/2023,29,7/28/2025,8/10/2024 0:39
12147,6918,174,134,671,Referral,Completed,3/2/2025,30,4/14/2022,10/29/2021 7:28
12148,15172,146,397,1754,LinkedIn,Dropped,6/13/2024,159,4/24/2025,10/5/2024 22:11
12149,3823,160,393,1138,Direct,Dropped,11/23/2024,24,3/2/2024,2/5/2023 15:17
12150,16943,64,361,1519,Direct,Dropped,3/21/2025,34,5/31/2020,2/18/2024 4:30
12151,2129,7,22,905,Referral,Completed,6/12/2020,88,6/9/2024,6/13/2022 6:14
12152,17701,118,187,1869,LinkedIn,In Progress,4/1/2022,20,9/6/2022,2/6/2025 2:58
12153,4292,135,11,1529,AdWords,Completed,4/28/2025,121,12/26/2025,3/3/2024 23:39
12154,16766,60,335,1828,LinkedIn,Dropped,11/11/2022,149,6/25/2022,12/22/2024 20:57
12155,2177,139,308,407,AdWords,In Progress,11/26/2023,112,10/26/2020,2/2/2021 1:29
12156,14706,69,277,61,Direct,Completed,3/26/2021,97,9/21/2021,2/17/2020 1:35
12157,9208,190,216,1831,AdWords,Dropped,9/25/2023,54,4/14/2025,12/21/2024 19:27
12158,4216,161,166,1256,LinkedIn,Dropped,7/7/2024,161,12/3/2021,6/8/2023 22:52
12159,12175,97,250,1969,AdWords,Dropped,8/17/2025,88,7/25/2020,5/19/2025 9:14
12160,14131,196,98,645,Direct,Dropped,3/25/2022,79,2/28/2025,10/2/2021 19:42
12161,7026,50,145,21,LinkedIn,Completed,3/31/2022,138,1/7/2021,1/21/2020 8:32
12162,7343,46,52,575,Referral,Completed,11/20/2022,51,5/5/2025,7/21/2021 17:01
12163,9424,193,222,1088,Referral,Dropped,5/30/2025,89,7/10/2022,12/16/2022 5:58
12164,10156,57,379,560,LinkedIn,In Progress,4/23/2020,15,9/3/2020,7/8/2021 19:07
12165,10825,75,268,233,Referral,In Progress,2/11/2024,77,1/22/2021,8/9/2020 5:47
12166,9386,45,357,2007,Referral,Completed,9/12/2023,95,12/8/2020,6/25/2025 9:32
12167,11911,51,315,1550,LinkedIn,Dropped,7/10/2021,84,11/24/2021,3/22/2024 8:34
12168,7834,182,498,84,Referral,In Progress,6/22/2020,58,9/8/2023,3/22/2020 8:17
12169,12584,54,147,10,Direct,In Progress,9/21/2025,104,10/23/2023,1/8/2020 2:25
12170,7925,58,371,722,LinkedIn,In Progress,9/4/2021,24,9/11/2024,12/21/2021 11:47
12171,12447,146,164,1593,LinkedIn,In Progress,2/29/2020,22,10/17/2020,5/7/2024 10:20
12172,12418,113,144,1527,LinkedIn,In Progress,3/27/2022,156,5/30/2022,3/4/2024 13:27
12173,13974,176,287,1156,AdWords,In Progress,8/4/2020,42,6/7/2022,2/27/2023 18:19
12174,11569,4,148,708,Direct,Completed,1/4/2021,16,2/11/2022,11/24/2021 9:51
12175,18920,16,299,380,AdWords,Dropped,11/12/2023,174,7/28/2022,1/9/2021 18:44
12176,17510,20,303,671,Referral,Completed,3/27/2021,50,4/17/2020,10/25/2021 4:19
12177,6747,58,251,1103,LinkedIn,Dropped,6/18/2022,38,4/17/2023,1/6/2023 21:58
12178,19144,52,312,1480,Referral,In Progress,6/27/2024,36,11/13/2024,1/16/2024 8:03
12179,12726,66,401,187,AdWords,Completed,6/5/2021,97,11/30/2024,6/25/2020 0:35
12180,13023,149,245,788,Referral,Completed,9/27/2023,17,8/23/2021,2/20/2022 14:53
12181,5801,47,201,463,LinkedIn,Dropped,1/2/2024,59,11/23/2023,4/7/2021 23:33
12182,16830,155,485,2169,Referral,Dropped,1/3/2023,67,10/27/2021,12/8/2025 3:44
12183,9414,154,116,166,LinkedIn,Dropped,5/30/2023,108,7/23/2022,6/3/2020 6:12
12184,108,166,392,1749,LinkedIn,Dropped,8/20/2023,142,10/30/2022,10/2/2024 5:30
12185,1683,57,242,1738,Referral,Completed,5/7/2024,154,5/20/2021,9/24/2024 14:51
12186,16168,32,345,1783,LinkedIn,Completed,9/9/2024,104,9/11/2022,11/11/2024 5:38
12187,18410,126,268,2148,Referral,In Progress,12/23/2021,49,9/4/2021,11/4/2025 6:06
12188,17010,63,498,207,Direct,Dropped,2/18/2025,69,11/23/2024,7/19/2020 19:16
12189,10486,84,195,926,AdWords,Completed,5/25/2020,94,3/21/2025,7/14/2022 21:41
12190,16958,167,391,1284,LinkedIn,Dropped,12/7/2021,129,9/24/2020,7/7/2023 2:11
12191,6225,66,49,660,Direct,In Progress,10/22/2020,72,5/4/2023,10/18/2021 20:56
12192,16694,59,231,921,LinkedIn,Completed,7/14/2023,159,11/28/2021,7/5/2022 12:54
12193,19759,108,90,1136,Referral,In Progress,11/14/2020,178,10/11/2024,2/5/2023 1:58
12194,14864,151,126,1639,LinkedIn,In Progress,10/1/2021,98,12/25/2021,6/23/2024 2:53
12195,2013,38,162,612,AdWords,Completed,12/29/2020,119,1/10/2020,8/27/2021 12:29
12196,18864,33,364,2080,Direct,Dropped,6/12/2024,151,4/27/2021,9/4/2025 8:47
12197,9380,59,407,19,AdWords,Dropped,11/10/2022,40,5/24/2025,1/11/2020 21:33
12198,11959,56,213,1088,AdWords,Dropped,9/1/2025,20,2/23/2021,12/17/2022 18:21
12199,9598,152,280,294,Direct,Completed,9/7/2024,57,3/27/2022,10/6/2020 17:20
12200,13316,24,422,712,Direct,Completed,7/30/2020,77,9/2/2024,12/3/2021 4:08
12201,7025,80,306,1057,LinkedIn,In Progress,7/15/2021,77,8/7/2025,11/22/2022 9:11
12202,8087,159,383,792,Referral,Dropped,8/17/2021,137,4/16/2020,2/18/2022 13:16
12203,19280,135,62,176,Referral,Dropped,8/13/2020,79,9/29/2025,6/11/2020 20:15
12204,19896,106,429,432,LinkedIn,In Progress,1/19/2024,133,8/30/2022,3/1/2021 16:04
12205,6501,98,403,1016,Direct,Dropped,4/2/2023,160,1/17/2023,10/12/2022 2:18
12206,2240,120,157,2116,Referral,Dropped,9/13/2024,52,12/7/2024,10/10/2025 6:56
12207,5826,78,349,640,LinkedIn,In Progress,10/9/2023,29,9/11/2021,9/22/2021 8:27
12208,13842,91,287,1326,Referral,Completed,2/11/2021,90,2/8/2020,8/11/2023 4:16
12209,19624,22,234,57,LinkedIn,In Progress,7/19/2025,155,3/25/2020,2/16/2020 3:21
12210,10966,28,83,300,Direct,In Progress,1/16/2022,26,9/13/2020,10/18/2020 2:34
12211,12815,35,27,1216,LinkedIn,Completed,7/20/2025,54,5/4/2024,4/19/2023 12:48
12212,8924,108,197,1892,Direct,Dropped,7/8/2023,169,1/8/2021,3/4/2025 8:58
12213,19952,29,368,597,Referral,Completed,2/25/2024,63,5/31/2024,8/5/2021 22:14
12214,14233,175,449,909,AdWords,Completed,12/28/2022,17,10/11/2021,6/24/2022 6:18
12215,12276,108,48,1339,AdWords,Dropped,2/20/2024,140,4/26/2020,8/28/2023 7:46
12216,19361,35,403,1342,AdWords,Completed,2/9/2021,51,6/2/2024,8/23/2023 9:49
12217,18736,143,171,849,Direct,Dropped,9/27/2022,54,5/7/2023,4/20/2022 0:25
12218,17113,144,112,1393,LinkedIn,In Progress,3/24/2021,22,3/4/2022,10/12/2023 19:43
12219,17895,91,402,767,LinkedIn,Dropped,5/8/2023,152,8/1/2024,1/30/2022 20:59
12220,10749,43,373,1229,Direct,In Progress,3/1/2022,38,2/8/2023,5/11/2023 20:43
12221,3472,65,66,1082,Direct,Completed,10/30/2022,158,9/18/2024,12/8/2022 0:55
12222,1562,179,145,1693,LinkedIn,In Progress,6/27/2023,119,12/31/2020,8/15/2024 18:34
12223,9900,99,360,2011,Direct,Completed,4/7/2025,21,1/22/2023,6/27/2025 1:42
12224,182,104,398,1218,LinkedIn,Dropped,11/9/2021,41,7/1/2020,4/25/2023 11:22
12225,18398,73,292,1740,LinkedIn,Completed,2/28/2020,36,1/2/2021,10/5/2024 22:09
12226,12931,109,372,938,Referral,Dropped,11/27/2023,110,4/19/2023,7/15/2022 12:21
12227,5219,89,61,1123,LinkedIn,Dropped,10/2/2020,158,4/23/2020,1/26/2023 13:46
12228,6946,47,445,1671,AdWords,In Progress,1/16/2024,163,1/28/2023,7/22/2024 4:54
12229,11693,55,162,1567,Direct,Completed,9/5/2024,133,4/27/2022,4/5/2024 2:10
12230,4563,105,150,880,Referral,In Progress,5/28/2021,76,2/15/2023,5/15/2022 23:54
12231,7958,126,368,1789,Referral,In Progress,12/12/2021,22,10/17/2023,11/11/2024 16:25
12232,14106,96,430,289,LinkedIn,Completed,10/22/2022,92,12/2/2023,10/2/2020 0:00
12233,16276,83,304,357,AdWords,Completed,3/19/2023,102,8/25/2023,12/10/2020 13:51
12234,12271,69,352,1711,Direct,Dropped,8/21/2025,47,8/22/2024,8/23/2024 5:35
12235,13822,140,455,1022,AdWords,Completed,4/23/2021,115,1/15/2021,10/17/2022 16:52
12236,1328,119,278,1906,AdWords,Dropped,8/7/2025,69,10/19/2020,3/14/2025 3:57
12237,18022,173,199,1471,LinkedIn,Completed,7/27/2024,84,8/27/2021,12/27/2023 5:20
12238,16016,100,171,1975,AdWords,Dropped,7/2/2023,100,11/11/2024,5/20/2025 0:07
12239,3551,89,347,1432,Referral,Dropped,3/16/2025,61,12/16/2025,11/22/2023 8:19
12240,16588,48,2,1514,Referral,In Progress,3/20/2023,78,6/23/2022,2/21/2024 3:44
12241,17674,116,489,1597,AdWords,Completed,10/2/2025,19,11/22/2020,5/9/2024 8:16
12242,5159,50,290,1480,Direct,In Progress,10/24/2024,139,10/31/2023,1/16/2024 8:14
12243,17553,58,454,266,Direct,Dropped,6/21/2024,61,10/9/2021,9/12/2020 21:20
12244,12921,82,445,1758,Referral,Completed,7/13/2021,100,3/29/2023,10/11/2024 12:00
12245,9969,70,107,2029,Referral,In Progress,5/22/2024,59,4/17/2024,7/20/2025 22:59
12246,4259,80,381,772,AdWords,Dropped,12/12/2023,119,9/27/2024,1/29/2022 16:02
12247,11002,80,73,1418,LinkedIn,Completed,7/23/2025,46,11/17/2020,11/12/2023 20:30
12248,7595,93,369,1462,AdWords,Dropped,4/3/2023,141,5/25/2021,12/20/2023 2:55
12249,17709,174,35,535,LinkedIn,Completed,1/4/2025,70,5/30/2023,6/14/2021 5:57
12250,9721,95,38,1269,AdWords,Completed,5/18/2024,23,8/20/2021,6/22/2023 19:30
12251,5373,41,13,979,Referral,Completed,4/8/2021,58,9/29/2023,9/1/2022 14:20
12252,12584,118,128,1989,Direct,In Progress,5/20/2022,136,12/19/2022,5/31/2025 13:22
12253,19287,106,470,1911,AdWords,Dropped,1/23/2025,175,8/26/2022,3/14/2025 12:16
12254,5425,177,159,135,Direct,Completed,3/6/2023,127,12/14/2025,5/12/2020 8:21
