QuizAttemptID,EnrollmentID,QuizType,Score,MaxScore,AttemptDate,CreatedDate
28883,855,Pre-test,81.11,100,2021-09-04,2021-01-06
28884,9899,Pre-test,50.89,100,2022-05-10,2024-09-16
28885,2574,Weekly,86.46,100,2023-09-17,2022-10-14
28886,16520,Pre-test,49.09,100,2024-10-29,2022-11-20
28887,8365,Final,97.3,100,2025-10-03,2025-09-30
28888,13258,Final,46.76,100,2021-07-28,2024-12-14
28889,24816,Weekly,78.92,100,2025-06-01,2025-12-26
28890,1004,Weekly,77.18,100,2020-09-29,2024-06-22
28891,1784,Pre-test,57.46,100,2023-02-24,2023-05-20
28892,14747,Pre-test,56.65,100,2025-06-16,2025-06-10
28893,7320,Pre-test,87.75,100,2021-06-29,2025-09-15
28894,14596,Weekly,96.05,100,2022-06-29,2020-07-05
28895,4401,Weekly,46.61,100,2025-01-23,2021-06-16
28896,4008,Weekly,93.24,100,2023-08-17,2024-10-27
28897,4188,Weekly,66.55,100,2024-09-09,2025-11-24
28898,11237,Pre-test,72.1,100,2022-11-12,2023-07-12
28899,12913,Final,52.76,100,2021-10-13,2023-06-16
28900,1267,Final,50.75,100,2021-03-03,2025-11-30
28901,18522,Weekly,56.68,100,2024-04-13,2021-03-18
28902,22413,Weekly,52.76,100,2022-07-10,2024-09-25
28903,24175,Pre-test,71.28,100,2021-01-07,2022-02-24
28904,15815,Pre-test,76.45,100,2022-08-28,2023-03-21
28905,24825,Weekly,90.15,100,2023-09-23,2020-04-23
28906,16359,Final,54.1,100,2021-12-09,2020-09-02
28907,12686,Weekly,65.79,100,2024-08-14,2024-03-26
28908,9597,Final,90.21,100,2024-12-24,2025-05-22
28909,23686,Weekly,67.04,100,2022-12-02,2020-04-01
28910,17503,Final,76.01,100,2023-05-09,2023-09-19
28911,2038,Final,63.87,100,2025-10-07,2025-06-22
28912,12904,Final,41.83,100,2025-01-04,2022-08-24
28913,2771,Pre-test,74.46,100,2022-05-28,2024-11-25
28914,23947,Pre-test,68.85,100,2022-08-16,2022-12-03
28915,9262,Pre-test,84.5,100,2023-04-19,2025-04-25
28916,11849,Weekly,52.69,100,2021-02-09,2020-12-01
28917,15457,Pre-test,54.19,100,2020-09-22,2023-03-16
28918,16230,Pre-test,41.1,100,2024-12-21,2025-05-30
28919,13678,Pre-test,45.02,100,2021-01-11,2021-11-22
28920,17759,Weekly,54.2,100,2021-01-24,2023-09-24
28921,4332,Pre-test,49.1,100,2020-03-09,2021-11-08
28922,22665,Pre-test,51.66,100,2022-05-18,2025-03-19
28923,1546,Final,81.13,100,2020-05-05,2023-07-22
28924,24935,Pre-test,54.15,100,2021-04-13,2025-05-07
28925,20806,Final,86.15,100,2021-08-04,2023-05-23
28926,24102,Final,76.79,100,2024-01-06,2022-11-11
28927,20923,Pre-test,64.66,100,2021-01-18,2022-12-16
28928,548,Final,41.33,100,2020-10-02,2023-09-20
28929,9239,Pre-test,58.75,100,2024-08-29,2021-05-21
28930,23543,Final,47.55,100,2025-03-11,2024-06-16
28931,21464,Weekly,52.65,100,2023-10-22,2020-12-17
28932,4636,Weekly,43.57,100,2025-10-29,2020-05-09
28933,12566,Final,79.81,100,2023-10-25,2021-02-27
28934,13769,Pre-test,45.25,100,2024-10-02,2023-02-15
28935,21046,Final,95.81,100,2025-07-13,2022-04-28
28936,14279,Final,72.76,100,2024-05-07,2021-12-08
28937,24595,Final,69.16,100,2024-02-05,2025-12-26
28938,15270,Final,74.68,100,2024-08-28,2024-11-15
28939,20315,Pre-test,50.21,100,2020-12-25,2021-10-28
28940,10248,Pre-test,80.21,100,2022-03-19,2020-12-31
28941,6088,Pre-test,49.49,100,2021-09-05,2022-09-03
28942,8358,Final,92.93,100,2022-04-08,2022-12-13
28943,22638,Final,46.17,100,2024-08-19,2025-10-02
28944,8683,Final,41.66,100,2025-03-26,2020-12-14
28945,4998,Final,76.03,100,2020-05-11,2022-12-21
28946,7745,Weekly,85.48,100,2022-12-14,2021-07-12
28947,21513,Pre-test,77.74,100,2024-01-25,2022-06-27
28948,19779,Pre-test,74.12,100,2023-12-28,2022-11-15
28949,11993,Weekly,47.09,100,2025-01-15,2022-04-13
28950,10948,Weekly,61.19,100,2025-11-08,2021-06-23
28951,20757,Weekly,44.59,100,2023-06-14,2023-07-28
28952,13058,Final,62.86,100,2022-08-20,2025-06-18
28953,15758,Weekly,59.0,100,2024-08-19,2021-11-08
28954,14658,Weekly,48.69,100,2021-03-21,2025-06-26
28955,22264,Weekly,86.38,100,2023-04-23,2023-11-11
28956,24989,Final,99.72,100,2023-05-20,2021-05-21
28957,8271,Final,96.65,100,2021-04-09,2020-03-29
28958,7907,Pre-test,91.72,100,2021-10-14,2020-12-16
28959,2268,Weekly,81.93,100,2024-05-01,2021-09-20
28960,16770,Final,97.63,100,2023-01-21,2023-02-10
28961,12225,Weekly,59.27,100,2022-01-04,2022-08-11
28962,21625,Final,50.55,100,2020-01-04,2024-12-24
28963,11487,Pre-test,53.46,100,2020-04-19,2020-07-14
28964,11963,Weekly,75.55,100,2025-07-02,2020-06-03
28965,11268,Weekly,96.75,100,2022-08-08,2024-10-03
28966,4642,Final,52.26,100,2021-08-22,2022-08-23
28967,18579,Final,51.39,100,2024-01-31,2023-01-27
28968,7596,Pre-test,93.14,100,2022-03-06,2021-11-27
28969,11113,Pre-test,59.33,100,2025-06-19,2021-02-11
28970,15932,Weekly,91.25,100,2021-09-27,2020-05-25
28971,18055,Weekly,57.5,100,2020-05-17,2024-07-31
28972,22481,Final,60.82,100,2023-05-26,2023-11-24
28973,5594,Pre-test,86.4,100,2025-01-07,2022-06-26
28974,7958,Pre-test,45.22,100,2020-12-17,2024-08-07
28975,23041,Weekly,69.14,100,2024-06-12,2020-09-09
28976,6633,Pre-test,95.11,100,2025-12-25,2022-12-06
28977,23456,Final,75.36,100,2021-04-24,2023-05-02
28978,19849,Final,99.12,100,2022-03-18,2020-02-07
28979,24630,Pre-test,63.6,100,2021-04-29,2020-12-03
28980,4879,Final,89.18,100,2021-07-13,2020-02-06
28981,11819,Pre-test,42.75,100,2024-04-28,2021-09-14
28982,24702,Weekly,60.95,100,2024-01-24,2022-09-15
28983,22202,Final,98.76,100,2020-11-15,2022-06-01
28984,21223,Weekly,43.91,100,2024-02-29,2024-06-22
28985,9526,Weekly,49.72,100,2022-09-08,2023-03-13
28986,6509,Final,68.21,100,2024-04-28,2020-03-30
28987,2804,Weekly,52.88,100,2025-06-20,2020-07-19
28988,1098,Final,93.58,100,2023-07-22,2025-12-10
28989,16725,Pre-test,68.21,100,2020-10-09,2021-06-10
28990,20247,Final,88.46,100,2020-05-01,2024-06-07
28991,1829,Final,66.07,100,2025-12-06,2024-03-08
28992,11025,Weekly,92.46,100,2023-10-18,2024-02-03
28993,2601,Weekly,74.77,100,2023-03-28,2022-03-11
28994,24458,Weekly,43.81,100,2024-08-14,2025-05-15
28995,11258,Weekly,84.98,100,2025-10-03,2024-12-13
28996,12840,Pre-test,63.74,100,2022-12-08,2024-10-27
28997,7353,Pre-test,67.93,100,2020-01-13,2022-08-11
28998,3861,Pre-test,48.85,100,2023-06-06,2022-07-16
28999,19048,Final,41.9,100,2024-08-05,2021-06-22
29000,4700,Final,54.79,100,2024-11-11,2025-02-07
29001,16361,Pre-test,80.6,100,2023-10-27,2025-07-25
29002,20469,Weekly,93.68,100,2025-10-25,2024-10-03
29003,10320,Weekly,86.56,100,2020-05-27,2025-08-15
29004,16620,Final,62.03,100,2025-02-11,2025-06-26
29005,9168,Pre-test,65.14,100,2024-01-23,2023-06-01
29006,6280,Weekly,48.03,100,2022-04-18,2024-01-03
29007,16604,Pre-test,82.68,100,2025-09-08,2022-04-14
29008,12496,Weekly,68.95,100,2024-01-06,2024-04-05
29009,11550,Final,76.62,100,2020-08-06,2024-08-30
29010,14367,Final,71.83,100,2023-01-18,2025-02-15
29011,7826,Final,65.56,100,2023-04-20,2025-10-17
29012,17924,Final,97.68,100,2024-10-14,2020-06-28
29013,16277,Final,97.0,100,2022-09-15,2020-03-12
29014,19118,Weekly,46.59,100,2020-06-19,2021-03-12
29015,20778,Final,67.98,100,2025-12-13,2023-08-21
29016,18497,Final,54.33,100,2025-08-15,2025-09-17
29017,3109,Final,69.03,100,2020-05-09,2023-06-05
29018,17645,Pre-test,94.75,100,2025-03-19,2023-09-27
29019,22722,Pre-test,47.99,100,2021-05-30,2025-11-22
29020,596,Final,85.95,100,2020-08-10,2025-10-26
29021,11573,Final,49.55,100,2020-03-22,2023-06-26
29022,16078,Pre-test,59.69,100,2022-10-18,2020-10-19
29023,24890,Weekly,57.3,100,2021-03-19,2020-08-10
29024,24215,Weekly,99.93,100,2024-08-28,2020-09-15
29025,23290,Final,96.89,100,2025-12-08,2020-05-05
29026,11910,Pre-test,78.65,100,2021-01-30,2020-12-28
29027,4335,Weekly,62.5,100,2022-03-10,2023-10-15
29028,81,Weekly,91.4,100,2022-12-18,2022-03-23
29029,521,Pre-test,83.44,100,2021-07-14,2020-04-12
29030,14787,Pre-test,53.95,100,2020-10-15,2023-07-31
29031,18997,Pre-test,78.78,100,2025-02-22,2022-05-08
29032,486,Weekly,70.66,100,2022-11-02,2021-10-20
29033,23307,Pre-test,96.86,100,2023-02-10,2022-09-13
29034,14509,Pre-test,60.36,100,2025-04-19,2024-07-04
29035,21441,Weekly,96.89,100,2023-07-16,2023-03-27
29036,18091,Pre-test,84.66,100,2020-03-30,2022-10-25
29037,3333,Final,72.85,100,2025-09-26,2020-10-14
29038,8266,Weekly,51.43,100,2021-04-19,2023-05-30
29039,16940,Pre-test,86.82,100,2025-11-26,2024-12-14
29040,22058,Weekly,81.9,100,2022-02-09,2024-11-28
29041,19651,Weekly,57.97,100,2021-08-28,2022-11-20
29042,18162,Final,67.21,100,2023-08-13,2021-01-18
29043,602,Final,72.91,100,2023-03-12,2025-11-21
29044,13334,Weekly,60.21,100,2020-10-25,2022-08-17
29045,12572,Pre-test,55.49,100,2024-02-03,2023-12-07
29046,19328,Final,50.16,100,2020-05-13,2024-02-16
29047,9200,Pre-test,45.57,100,2021-10-10,2021-04-26
29048,21380,Weekly,64.82,100,2025-01-30,2021-01-27
29049,19929,Weekly,57.35,100,2022-09-12,2025-12-29
29050,22829,Pre-test,46.49,100,2025-02-28,2021-12-12
29051,9524,Pre-test,64.63,100,2022-09-23,2020-05-16
29052,2956,Weekly,72.45,100,2023-05-29,2021-02-11
29053,21844,Final,69.14,100,2021-11-26,2023-09-08
29054,2372,Pre-test,93.25,100,2020-12-14,2022-05-26
29055,8722,Weekly,87.61,100,2020-09-11,2022-01-19
29056,18929,Final,64.86,100,2025-03-18,2025-01-25
29057,24803,Final,52.46,100,2021-03-23,2022-02-11
29058,21475,Final,70.34,100,2024-02-13,2025-10-17
29059,17853,Weekly,53.06,100,2024-02-18,2023-02-15
29060,10755,Weekly,90.8,100,2023-06-16,2025-08-18
29061,24626,Final,60.24,100,2024-08-24,2022-05-02
29062,24215,Pre-test,57.05,100,2020-12-17,2025-12-07
29063,16775,Weekly,95.15,100,2021-03-11,2024-05-03
29064,4680,Pre-test,53.15,100,2022-11-01,2020-12-14
29065,15912,Weekly,49.85,100,2022-04-21,2023-01-12
29066,23569,Pre-test,65.22,100,2023-10-19,2020-03-08
29067,8642,Weekly,66.32,100,2022-07-16,2025-03-09
29068,24077,Weekly,50.9,100,2021-10-19,2025-01-30
29069,7779,Final,78.25,100,2022-10-17,2021-09-16
29070,22902,Pre-test,54.4,100,2022-06-07,2021-01-19
29071,15692,Weekly,40.21,100,2021-12-22,2024-06-19
29072,14415,Weekly,67.54,100,2025-04-09,2022-05-06
29073,9121,Pre-test,75.77,100,2021-08-13,2023-07-22
29074,22112,Pre-test,43.19,100,2023-08-04,2024-12-12
29075,19404,Pre-test,70.47,100,2025-10-20,2024-05-26
29076,24237,Pre-test,77.64,100,2025-04-24,2024-10-25
29077,20308,Final,92.92,100,2025-04-29,2021-04-03
29078,3623,Pre-test,52.41,100,2021-10-04,2020-03-21
29079,7887,Final,96.86,100,2024-03-21,2022-09-09
29080,20612,Final,49.87,100,2021-12-10,2021-02-02
29081,24882,Weekly,67.97,100,2024-02-13,2023-07-21
29082,10670,Final,88.2,100,2022-04-09,2025-10-15
29083,15283,Final,75.0,100,2020-03-16,2023-07-12
29084,19388,Final,69.06,100,2025-12-31,2021-10-24
29085,5262,Pre-test,67.77,100,2021-11-26,2021-04-03
29086,14653,Weekly,82.25,100,2023-09-13,2021-09-03
29087,1028,Pre-test,42.06,100,2025-07-10,2025-09-06
29088,24367,Weekly,70.28,100,2022-04-03,2023-06-14
29089,1590,Pre-test,78.25,100,2022-09-10,2024-11-29
29090,2650,Weekly,50.14,100,2023-12-19,2020-04-02
29091,19330,Pre-test,62.44,100,2025-08-10,2022-03-29
29092,4584,Final,82.55,100,2024-02-20,2023-04-15
29093,3154,Final,95.49,100,2020-09-08,2025-01-30
29094,1566,Final,49.93,100,2020-05-01,2024-10-13
29095,12582,Pre-test,79.88,100,2021-06-09,2022-11-07
29096,17667,Weekly,82.05,100,2022-02-15,2022-01-14
29097,23667,Weekly,50.45,100,2021-01-20,2020-01-01
29098,2127,Final,75.22,100,2020-11-26,2023-09-04
29099,10293,Final,99.39,100,2025-01-03,2024-10-05
29100,19712,Weekly,49.25,100,2023-03-22,2021-12-06
29101,20413,Final,58.55,100,2023-08-28,2023-04-22
29102,19984,Final,48.99,100,2022-06-16,2024-02-26
29103,14782,Pre-test,58.29,100,2023-03-22,2021-07-23
29104,2137,Weekly,56.51,100,2020-03-17,2024-03-12
29105,1368,Pre-test,41.85,100,2021-05-14,2025-05-05
29106,5005,Final,46.38,100,2025-09-04,2022-03-24
29107,17227,Weekly,79.94,100,2020-02-21,2023-10-28
29108,3667,Final,99.8,100,2025-11-28,2025-08-04
29109,11834,Pre-test,88.96,100,2022-04-25,2024-05-16
29110,14593,Weekly,90.94,100,2020-02-26,2022-04-26
29111,12571,Weekly,56.58,100,2024-05-23,2025-08-07
29112,21704,Weekly,44.44,100,2023-12-07,2022-04-29
29113,14455,Pre-test,99.82,100,2022-07-04,2023-09-11
29114,11106,Final,58.92,100,2025-02-13,2023-09-02
29115,8523,Pre-test,93.93,100,2024-05-01,2024-04-12
29116,5692,Pre-test,45.1,100,2024-05-22,2021-07-02
29117,7610,Weekly,90.12,100,2020-10-15,2023-01-22
29118,21461,Final,44.73,100,2022-01-20,2023-09-03
29119,15033,Final,43.53,100,2023-06-08,2025-08-23
29120,4777,Weekly,82.87,100,2023-06-06,2025-10-11
29121,6887,Final,82.73,100,2023-03-28,2020-08-07
29122,19806,Pre-test,88.19,100,2024-11-04,2023-01-02
29123,24892,Pre-test,85.91,100,2023-09-19,2022-12-15
29124,22637,Weekly,86.89,100,2025-08-12,2021-08-26
29125,12269,Final,41.49,100,2020-06-30,2023-12-11
29126,19722,Final,41.3,100,2023-05-23,2020-04-15
29127,19022,Weekly,67.47,100,2022-11-02,2021-05-11
29128,24415,Pre-test,47.99,100,2020-11-21,2025-11-19
29129,9197,Pre-test,46.44,100,2024-07-14,2021-03-01
29130,652,Final,75.79,100,2021-01-23,2021-11-21
29131,14677,Final,69.14,100,2023-03-21,2021-09-07
29132,15927,Pre-test,40.91,100,2020-12-09,2024-02-08
29133,6258,Final,94.54,100,2021-03-20,2024-07-29
29134,17900,Pre-test,90.0,100,2023-03-31,2025-12-05
29135,2143,Pre-test,87.17,100,2021-12-01,2023-05-22
29136,19068,Final,75.03,100,2023-06-06,2020-12-16
29137,14580,Final,91.03,100,2025-06-12,2020-04-18
29138,4136,Pre-test,89.37,100,2024-05-16,2022-07-23
29139,8080,Final,61.15,100,2020-03-29,2024-12-05
29140,16210,Final,45.39,100,2022-02-09,2020-12-11
29141,7293,Weekly,95.02,100,2021-10-20,2021-02-20
29142,1409,Weekly,52.66,100,2024-10-25,2025-02-03
29143,4652,Pre-test,48.14,100,2024-08-21,2020-05-26
29144,7272,Final,61.74,100,2021-08-19,2024-04-22
29145,20928,Weekly,43.35,100,2024-10-01,2023-07-25
29146,11816,Pre-test,77.22,100,2025-02-06,2024-12-22
29147,15870,Final,48.49,100,2023-08-31,2021-11-09
29148,9778,Weekly,98.98,100,2022-05-28,2025-03-30
29149,7781,Pre-test,55.19,100,2023-08-31,2025-05-22
29150,8239,Weekly,74.16,100,2021-02-08,2023-09-23
29151,17332,Weekly,80.83,100,2025-11-11,2021-01-26
29152,23344,Final,95.37,100,2020-11-16,2021-01-15
29153,22099,Final,66.67,100,2023-10-24,2020-12-04
29154,10903,Pre-test,69.75,100,2023-08-18,2022-07-27
29155,12489,Weekly,50.72,100,2025-11-08,2020-12-02
29156,16834,Pre-test,95.23,100,2023-06-25,2023-05-23
29157,3176,Weekly,72.33,100,2024-05-22,2024-09-16
29158,21977,Final,69.96,100,2025-07-21,2022-10-02
29159,12159,Pre-test,96.35,100,2023-07-25,2020-11-27
29160,24388,Pre-test,56.79,100,2020-07-24,2025-06-27
29161,19978,Pre-test,59.03,100,2023-12-27,2021-02-11
29162,20037,Weekly,46.41,100,2025-02-08,2021-01-16
29163,11802,Weekly,41.53,100,2023-01-22,2024-07-10
29164,4160,Pre-test,80.81,100,2022-08-15,2025-08-27
29165,13914,Weekly,65.85,100,2021-07-28,2023-11-09
29166,14503,Weekly,50.31,100,2020-12-28,2025-04-04
29167,16195,Weekly,48.51,100,2023-06-24,2021-05-10
29168,15726,Final,72.2,100,2025-04-21,2020-09-16
29169,15035,Weekly,65.64,100,2024-02-06,2021-03-22
29170,1551,Pre-test,62.72,100,2023-10-30,2021-09-15
29171,24814,Weekly,70.55,100,2025-03-09,2024-04-25
29172,17421,Pre-test,75.99,100,2024-02-25,2023-11-07
29173,7430,Weekly,67.41,100,2020-03-17,2025-01-21
29174,12983,Weekly,76.91,100,2022-03-23,2024-05-22
29175,20131,Pre-test,64.87,100,2025-09-16,2022-11-08
29176,22585,Weekly,53.8,100,2023-05-27,2020-05-14
29177,2803,Pre-test,87.12,100,2020-11-19,2022-07-07
29178,13209,Pre-test,79.65,100,2021-08-12,2025-05-23
29179,8506,Final,44.19,100,2021-03-29,2022-07-05
29180,6500,Pre-test,60.26,100,2020-08-05,2021-06-04
29181,17220,Final,53.23,100,2020-07-12,2020-04-28
29182,8779,Weekly,92.82,100,2023-11-19,2021-07-08
29183,16533,Weekly,74.02,100,2025-11-25,2022-08-23
29184,9464,Final,48.66,100,2023-03-18,2024-06-06
29185,6515,Final,65.15,100,2021-11-18,2023-04-12
29186,15436,Final,98.91,100,2025-04-03,2021-09-10
29187,8936,Pre-test,52.82,100,2025-12-16,2022-10-21
29188,24657,Weekly,84.87,100,2025-11-06,2021-11-24
29189,16720,Weekly,71.43,100,2025-01-25,2021-12-10
29190,4351,Final,68.48,100,2023-03-10,2021-05-06
29191,6675,Final,89.8,100,2021-05-02,2020-01-26
29192,13117,Final,49.72,100,2020-10-09,2021-05-09
29193,5306,Final,86.18,100,2021-12-20,2023-02-12
29194,19678,Pre-test,99.93,100,2020-05-07,2023-10-24
29195,22538,Pre-test,76.09,100,2022-10-23,2023-08-29
29196,11504,Pre-test,77.19,100,2024-05-24,2022-08-26
29197,19285,Weekly,97.36,100,2023-02-19,2025-05-16
29198,13432,Final,87.26,100,2022-02-25,2022-07-21
29199,839,Final,43.88,100,2021-11-12,2023-11-26
29200,20988,Pre-test,76.38,100,2021-08-27,2022-07-22
29201,19559,Final,49.81,100,2024-05-11,2020-05-28
29202,8275,Pre-test,90.55,100,2020-06-27,2023-12-19
29203,998,Final,66.3,100,2020-09-30,2025-08-06
29204,10738,Pre-test,54.03,100,2021-12-02,2022-06-04
29205,3157,Final,98.85,100,2025-11-19,2024-01-02
29206,13734,Final,47.06,100,2021-06-08,2025-02-11
29207,4835,Pre-test,97.71,100,2022-02-09,2023-06-06
29208,6242,Weekly,99.75,100,2020-10-22,2024-03-31
29209,22529,Pre-test,83.38,100,2020-11-19,2024-07-02
29210,21965,Final,84.39,100,2021-08-21,2021-05-04
29211,2874,Pre-test,80.56,100,2022-01-25,2023-05-27
29212,1353,Weekly,81.63,100,2024-09-11,2024-12-03
29213,6563,Weekly,88.66,100,2024-03-30,2020-12-15
29214,1281,Weekly,86.08,100,2022-09-24,2020-12-04
29215,18167,Weekly,41.79,100,2024-10-06,2023-07-28
29216,16704,Final,43.31,100,2020-02-08,2023-09-05
29217,8542,Pre-test,47.78,100,2025-05-21,2021-01-17
29218,13911,Final,76.81,100,2025-10-14,2024-11-26
29219,5431,Final,57.29,100,2020-08-17,2025-07-12
29220,4973,Weekly,91.45,100,2024-10-19,2025-12-07
29221,5587,Weekly,42.93,100,2024-09-18,2021-07-26
29222,20117,Weekly,57.4,100,2025-06-19,2020-08-12
29223,8609,Final,76.22,100,2025-08-17,2025-07-11
29224,6418,Weekly,66.84,100,2020-08-03,2025-10-03
29225,8348,Final,82.43,100,2025-04-14,2020-02-19
29226,21303,Pre-test,95.19,100,2025-11-28,2021-09-07
29227,771,Weekly,42.95,100,2020-06-12,2024-12-20
29228,6022,Final,64.37,100,2025-08-06,2021-07-11
29229,16928,Weekly,50.8,100,2022-01-21,2021-09-04
29230,22590,Pre-test,71.45,100,2022-07-27,2025-03-20
29231,18419,Weekly,73.39,100,2024-06-30,2025-12-22
29232,11942,Pre-test,80.26,100,2023-10-29,2022-08-17
29233,8052,Pre-test,92.36,100,2025-12-18,2021-10-14
29234,15015,Pre-test,44.42,100,2025-12-25,2025-09-05
29235,8669,Final,77.14,100,2020-04-19,2020-04-02
29236,22379,Pre-test,93.51,100,2022-12-25,2021-05-27
29237,13197,Final,57.56,100,2022-09-18,2024-11-26
29238,13468,Final,96.19,100,2021-07-05,2021-10-31
29239,12756,Pre-test,88.14,100,2020-09-15,2024-02-04
29240,4903,Final,43.35,100,2024-05-17,2024-10-14
29241,12493,Weekly,55.81,100,2023-06-04,2021-03-26
29242,16386,Weekly,50.28,100,2024-11-21,2024-09-22
29243,16296,Final,59.07,100,2021-09-26,2023-08-24
29244,19287,Pre-test,56.38,100,2023-05-04,2024-05-28
29245,11553,Final,86.28,100,2022-01-04,2022-02-25
29246,22194,Final,93.46,100,2020-04-21,2022-04-12
29247,12699,Final,65.98,100,2025-02-24,2024-02-17
29248,5572,Final,40.53,100,2023-06-23,2021-11-21
29249,1699,Weekly,88.81,100,2022-09-06,2022-12-26
29250,11760,Weekly,41.12,100,2021-05-31,2020-05-15
29251,9002,Weekly,64.75,100,2021-01-10,2020-06-09
29252,6877,Weekly,54.8,100,2022-05-25,2021-07-22
29253,23339,Final,40.41,100,2021-07-10,2023-07-11
29254,12094,Weekly,79.42,100,2025-11-27,2024-04-20
29255,661,Weekly,92.9,100,2022-01-31,2020-01-06
29256,20173,Weekly,65.07,100,2022-04-12,2022-12-06
29257,22485,Pre-test,73.87,100,2021-06-04,2022-10-20
29258,13841,Final,50.81,100,2025-06-08,2025-02-22
29259,19097,Final,79.4,100,2025-01-03,2020-06-05
29260,2323,Final,89.12,100,2023-12-30,2022-10-20
29261,12233,Final,83.71,100,2021-11-11,2024-04-22
29262,9301,Pre-test,55.79,100,2020-04-19,2023-12-29
29263,7314,Final,40.54,100,2023-10-31,2021-10-23
29264,10398,Pre-test,69.32,100,2020-01-27,2020-09-28
29265,20255,Weekly,79.09,100,2023-08-16,2024-03-22
29266,17466,Final,68.7,100,2025-07-12,2024-07-31
29267,13712,Final,42.11,100,2023-03-27,2025-04-21
29268,3702,Pre-test,79.29,100,2023-11-05,2022-12-15
29269,4560,Final,61.69,100,2020-01-15,2024-04-01
29270,4448,Pre-test,54.38,100,2023-11-03,2023-03-13
29271,16705,Weekly,59.64,100,2025-01-26,2021-10-02
29272,4245,Pre-test,83.85,100,2020-11-21,2024-11-24
29273,14148,Weekly,89.73,100,2021-08-16,2021-09-28
29274,3780,Weekly,75.39,100,2024-09-02,2025-06-08
29275,2764,Pre-test,70.44,100,2022-04-04,2023-01-09
29276,22084,Pre-test,63.49,100,2021-12-08,2023-08-12
29277,802,Weekly,48.84,100,2023-06-11,2020-06-02
29278,4207,Weekly,40.42,100,2022-08-24,2023-10-10
29279,13658,Pre-test,50.06,100,2022-04-06,2023-06-02
29280,5276,Pre-test,85.59,100,2022-08-04,2020-12-30
29281,5162,Pre-test,96.58,100,2024-09-05,2020-06-04
29282,12470,Final,92.52,100,2021-03-26,2025-04-20
29283,7318,Final,94.32,100,2023-02-05,2021-09-10
29284,12378,Final,58.19,100,2022-07-02,2023-08-11
29285,1239,Pre-test,59.92,100,2022-09-19,2024-05-26
29286,7606,Weekly,49.32,100,2021-11-02,2020-04-17
29287,5876,Weekly,55.49,100,2022-09-09,2023-03-25
29288,14208,Pre-test,72.1,100,2025-03-20,2023-07-24
29289,23430,Pre-test,64.97,100,2021-03-15,2022-10-30
29290,21787,Pre-test,42.93,100,2024-05-13,2020-07-22
29291,12014,Pre-test,53.8,100,2020-03-16,2021-01-19
29292,10081,Weekly,80.63,100,2022-02-10,2020-06-11
29293,22029,Final,77.83,100,2021-04-25,2024-05-11
29294,763,Final,79.75,100,2021-04-27,2023-12-20
29295,13310,Pre-test,48.4,100,2023-05-11,2025-09-03
29296,23329,Final,92.55,100,2025-11-02,2020-11-16
29297,2574,Pre-test,89.89,100,2025-07-30,2024-06-12
29298,15321,Weekly,66.42,100,2024-11-20,2024-05-22
29299,9971,Pre-test,84.15,100,2020-11-24,2024-05-07
29300,1509,Final,80.43,100,2023-09-23,2024-04-19
29301,2122,Weekly,43.13,100,2020-04-11,2025-08-16
29302,7838,Final,86.25,100,2023-12-06,2022-07-27
29303,22255,Weekly,41.69,100,2025-11-19,2025-01-26
29304,2324,Weekly,94.25,100,2020-01-26,2024-07-29
29305,3817,Final,69.78,100,2022-11-30,2024-07-23
29306,8785,Pre-test,68.47,100,2023-09-25,2023-08-25
29307,2392,Pre-test,57.72,100,2023-09-16,2023-08-31
29308,3325,Pre-test,79.0,100,2022-01-02,2025-03-29
29309,14684,Pre-test,55.65,100,2025-10-21,2022-09-27
29310,14427,Pre-test,93.06,100,2023-03-16,2024-05-24
29311,8773,Pre-test,79.59,100,2024-08-21,2020-01-17
29312,21946,Weekly,45.71,100,2020-11-02,2025-05-10
29313,15411,Weekly,59.7,100,2022-02-18,2023-03-02
29314,12121,Weekly,78.32,100,2020-12-18,2021-11-28
29315,278,Final,74.42,100,2024-03-06,2022-02-12
29316,21792,Weekly,65.69,100,2024-05-26,2020-03-24
29317,13181,Pre-test,85.65,100,2022-09-06,2021-06-07
29318,264,Pre-test,53.0,100,2021-06-24,2020-08-16
29319,22194,Pre-test,72.11,100,2022-09-14,2024-05-25
29320,7797,Weekly,50.31,100,2022-07-23,2022-01-21
29321,2361,Pre-test,94.21,100,2023-09-26,2020-01-06
29322,21695,Final,74.92,100,2023-04-28,2024-07-31
29323,21004,Final,69.64,100,2025-08-16,2022-09-02
29324,13717,Weekly,63.92,100,2024-12-08,2021-10-20
29325,8250,Pre-test,92.51,100,2023-05-11,2020-05-08
29326,3769,Pre-test,92.59,100,2020-09-02,2024-06-17
29327,9578,Final,76.19,100,2025-05-12,2021-10-19
29328,10033,Final,71.36,100,2024-02-27,2024-03-14
29329,5691,Pre-test,67.45,100,2023-01-19,2024-09-09
29330,16550,Pre-test,97.45,100,2020-11-20,2025-02-20
29331,2645,Final,78.67,100,2025-10-25,2024-09-09
29332,22092,Pre-test,57.36,100,2023-09-04,2024-01-27
29333,11028,Final,58.46,100,2024-04-29,2023-06-04
29334,9291,Final,53.96,100,2024-02-24,2023-01-02
29335,7663,Pre-test,88.53,100,2020-07-23,2022-11-04
29336,20,Weekly,48.39,100,2025-08-16,2022-05-19
29337,18641,Final,88.25,100,2021-05-22,2021-12-17
